Brand,model,kmDriven,Transmission,Owner,FuelType,Car_Age
Ford,Ecosport,105000.0,Manual,second,Petrol,9
Chevrolet,Cruze,62000.0,Automatic,first,Diesel,12
Mercedes-Benz,C-Class,64321.0,Automatic,second,Diesel,15
BMW,5 Series Gt,80594.0,Automatic,second,Diesel,15
Hyundai,Elite i20,42000.0,Manual,first,Diesel,10
Hyundai,Aura,41000.0,Automatic,first,Hybrid/CNG,3
Maruti Suzuki,Ignis,44000.0,Manual,first,Petrol,8
Tata,Tiago,19300.0,Manual,first,Hybrid/CNG,4
Hyundai,Verna,63000.0,Manual,first,Diesel,8
Ford,Ecosport,130000.0,Automatic,first,hybrid,9
Volvo,S 80,138000.0,Automatic,first,Diesel,14
Kia,Seltos,70000.0,Manual,first,Diesel,5
Maruti Suzuki,Swift,74000.0,Manual,second,Diesel,13
Ford,Ecosport,55000.0,Automatic,second,Hybrid/CNG,9
Maruti Suzuki,Swift Dzire,68955.0,Automatic,first,Petrol,8
Honda,City,28000.0,Automatic,first,Petrol,9
Chevrolet,Optra Magnum,72000.0,Manual,second,Hybrid/CNG,15
Honda,WRV,72000.0,Manual,first,Diesel,5
Mahindra,XUV500,85800.0,Manual,first,Diesel,14
Nissan,Micra,50000.0,Manual,second,Petrol,13
Toyota,Camry,104000.0,Automatic,second,Petrol,10
Audi,Q5,89000.0,Automatic,second,Diesel,11
Chevrolet,Spark,27000.0,Manual,second,Petrol,16
Honda,City,68700.0,Manual,second,Petrol,12
Hyundai,i10,65000.0,Manual,first,Petrol,13
Honda,City,118000.0,Manual,second,Petrol,16
Maruti Suzuki,Vitara Brezza,35000.0,Automatic,second,Diesel,7
Honda,City,101000.0,Automatic,first,hybrid,15
Honda,City,85000.0,Automatic,second,hybrid,14
Hyundai,Creta,36046.0,Automatic,first,Petrol,5
Hyundai,Santro Xing,130000.0,Manual,first,Petrol,15
BMW,X5,77000.0,Automatic,second,Diesel,10
Tata,Tiago,19000.0,Automatic,first,Petrol,5
Mahindra,XUV500,56000.0,Automatic,second,Diesel,9
Maruti Suzuki,Eeco,37500.0,Automatic,first,hybrid,5
Hyundai,Creta,52000.0,Automatic,first,Petrol,7
Honda,City,68000.0,Automatic,first,Hybrid/CNG,9
Maruti Suzuki,Swift-Dzire,68000.0,Manual,first,Petrol,15
Maruti Suzuki,Wagon-R-1-0,68000.0,Manual,second,Hybrid/CNG,9
Mahindra,Bolero,140000.0,Manual,first,Diesel,8
Jeep,Compass,145000.0,Manual,first,Diesel,8
BMW,5 Series,68000.0,Automatic,second,Diesel,9
Honda,City,85000.0,Automatic,second,hybrid,15
Maruti Suzuki,Alto-K10,37180.0,Manual,second,Petrol,9
Renault,KWID,30000.0,Automatic,second,Petrol,9
Honda,CRV,65000.0,Automatic,first,Petrol,12
Maruti Suzuki,Swift-Dzire,105000.0,Manual,first,Hybrid/CNG,4
Maruti Suzuki,Wagon-R,2300.0,Manual,first,hybrid,2
Maruti Suzuki,A-Star,50600.0,Automatic,second,Petrol,15
Mahindra,XUV500,68000.0,Manual,first,Diesel,7
Maruti Suzuki,Swift,130000.0,Manual,second,Petrol,15
Tata,Indigo Cs,58000.0,Manual,second,Petrol,16
Hyundai,Elite i20,51000.0,Automatic,first,Petrol,7
Maruti Suzuki,Wagon-R,78000.0,Manual,second,hybrid,15
Honda,City ZX,119000.0,Automatic,second,Hybrid/CNG,18
Maruti Suzuki,Swift,165320.0,Manual,second,Diesel,19
Maruti Suzuki,Wagon-R,78000.0,Automatic,second,Hybrid/CNG,10
Maruti Suzuki,Swift-Dzire,61000.0,Manual,second,Diesel,11
Honda,City,94000.0,Manual,first,Diesel,11
Kia,Sonet,23000.0,Automatic,first,Petrol,4
Hyundai,Grand i10,60000.0,Manual,second,Hybrid/CNG,12
Maruti Suzuki,Eeco,49000.0,Manual,first,hybrid,4
Tata,Tigor,67321.0,Manual,first,Petrol,7
Maruti Suzuki,Celerio,78000.0,Manual,first,Petrol,6
Hyundai,Verna,95000.0,Manual,first,Diesel,14
Maruti Suzuki,Wagon-R-1-0,81000.0,Manual,first,Hybrid/CNG,12
Maruti Suzuki,Alto-800,115233.0,Automatic,second,hybrid,19
Toyota,Fortuner,112000.0,Automatic,second,Diesel,9
Maruti Suzuki,Wagon R,50000.0,Manual,first,hybrid,7
Hyundai,Alcazar,40500.0,Automatic,first,Petrol,5
Jaguar,F-Pace,42000.0,Automatic,second,Petrol,6
Nissan,Sunny,56850.0,Automatic,second,Hybrid/CNG,13
Land Rover,Freelander 2,104605.0,Automatic,second,Diesel,13
Maruti Suzuki,Wagon-R,100000.0,Automatic,second,hybrid,18
Honda,City,104000.0,Manual,second,Petrol,16
Maruti Suzuki,Stingray,51000.0,Manual,second,Hybrid/CNG,10
Honda,City,69500.0,Automatic,second,Hybrid/CNG,16
Mahindra,XUV700,25000.0,Automatic,first,Petrol,3
Honda,CRV,106000.0,Automatic,second,Hybrid/CNG,13
Maruti Suzuki,Wagon-R,59000.0,Manual,second,Petrol,22
Hyundai,Eon,94000.0,Manual,second,Petrol,14
Volkswagen,VentoTest,118000.0,Manual,first,Petrol,10
Maruti Suzuki,Swift-Dzire,157920.0,Manual,second,Diesel,12
Maruti Suzuki,Alto-800,45238.0,Manual,second,Petrol,7
Hyundai,EON,56000.0,Manual,first,Petrol,9
Maruti Suzuki,Swift-Dzire,191000.0,Manual,second,hybrid,8
Honda,City,55000.0,Manual,second,Petrol,9
Tata,Hexa,85000.0,Manual,first,Diesel,6
Toyota,Corolla Altis,65000.0,Automatic,first,Petrol,11
Maruti Suzuki,A-Star,180000.0,Manual,second,Hybrid/CNG,2
Toyota,Etios,92000.0,Manual,second,Diesel,14
Honda,Jazz,36000.0,Automatic,second,Petrol,10
Maruti Suzuki,Wagon-R-1-0,42000.0,Manual,first,Hybrid/CNG,5
Maruti Suzuki,maruti-suzuki-dzire,43000.0,Manual,first,Petrol,13
Honda,CR-V,70000.0,Automatic,first,Hybrid/CNG,11
Mercedes-Benz,GLA Class,78900.0,Automatic,first,Diesel,8
Toyota,Fortuner,126000.0,Automatic,second,Diesel,12
BMW,X4,49000.0,Automatic,first,Diesel,6
Ford,Ecosport,31000.0,Automatic,second,Petrol,12
Kia,Seltos,19000.0,Manual,first,Petrol,7
Tata,Bolt,84000.0,Manual,second,Petrol,9
Maruti Suzuki,Celerio,77000.0,Automatic,first,Petrol,12
Renault,KWID,18000.0,Manual,first,Petrol,7
Ford,Figo,129000.0,Manual,second,Diesel,14
Ssangyong,Rexton,65000.0,Automatic,first,Diesel,13
MG,Hector Plus,52779.0,Automatic,second,Petrol,5
Maruti Suzuki,maruti-suzuki-dzire,32000.0,Automatic,first,Petrol,6
Maruti Suzuki,Ritz,86239.0,Manual,second,Petrol,14
Maruti Suzuki,Swift-Dzire,43000.0,Automatic,first,Petrol,8
Maruti Suzuki,Eeco,20000.0,Manual,second,Hybrid/CNG,3
Honda,City,47000.0,Automatic,second,Petrol,14
Maruti Suzuki,Wagon-R,65000.0,Manual,second,Petrol,10
Mahindra,XUV700,16666.0,Automatic,first,Diesel,2
Mercedes-Benz,S-Class,29000.0,Automatic,first,Petrol,7
BMW,3 Series,129000.0,Automatic,second,Diesel,14
Maruti Suzuki,Wagon-R,79000.0,Manual,first,Petrol,9
Kia,Carnival,80500.0,Automatic,first,Diesel,5
Hyundai,i20,69000.0,Automatic,first,Petrol,7
BMW,X3,151244.0,Automatic,second,Diesel,15
Chevrolet,Beat,85000.0,Manual,second,Petrol,16
Hyundai,i20 N Line,14800.0,Automatic,first,Petrol,3
Hyundai,i10,78000.0,Manual,first,Hybrid/CNG,14
Volkswagen,Polo,111300.0,Manual,second,Diesel,16
Maruti Suzuki,Swift,63000.0,Manual,first,Petrol,16
Maruti Suzuki,Baleno,15000.0,Manual,first,Petrol,3
Kia,Seltos,49900.0,Manual,first,Petrol,6
Mahindra,TUV,64525.0,Manual,first,Diesel,10
Hyundai,Venue,50000.0,Manual,second,Petrol,6
Toyota,Etios,51000.0,Automatic,second,Petrol,14
Maruti Suzuki,Ciaz,74000.0,Manual,first,Diesel,11
Hyundai,Xcent Prime,66200.0,Manual,second,Hybrid/CNG,8
Maruti Suzuki,Swift,71000.0,Manual,second,Hybrid/CNG,10
Mercedes-Benz,E-Class,119000.0,Automatic,first,Diesel,12
Hyundai,Santro Xing,65165.0,Manual,second,Hybrid/CNG,14
Volkswagen,VentoTest,73000.0,Automatic,second,Petrol,14
Hyundai,Eon,59715.0,Manual,second,Petrol,14
Honda,Civic,85000.0,Automatic,second,Petrol,13
Isuzu,Hi-Lande Isuzu Hi-Lander,26000.0,Manual,first,Diesel,4
Mahindra,Scorpio-N,20545.0,Manual,second,Diesel,4
Hyundai,i20,87000.0,Manual,second,Hybrid/CNG,12
Ford,Ecosport,61000.0,Automatic,first,hybrid,8
Audi,Q3,99000.0,Automatic,second,Diesel,12
Tata,Nano,22000.0,Automatic,second,Petrol,11
Honda,Jazz,46000.0,Automatic,second,Petrol,10
Maruti Suzuki,800,56000.0,Manual,second,Petrol,18
Maruti Suzuki,Swift-Dzire,58000.0,Automatic,second,Hybrid/CNG,17
Honda,City,30050.0,Automatic,second,Petrol,8
Maruti Suzuki,Wagon-R-1-0,9000.0,Manual,first,hybrid,4
Maruti Suzuki,Vitara-Brezza,76000.0,Manual,second,Diesel,6
Mercedes-Benz,C-Class,68000.0,Automatic,second,Petrol,15
Toyota,Land Cruiser Prado,180000.0,Automatic,second,Diesel,12
Honda,City,109000.0,Automatic,second,hybrid,16
Renault,Duster,106000.0,Manual,first,Diesel,7
Maruti Suzuki,Wagon R 1.0,32000.0,Manual,second,Petrol,8
Maruti Suzuki,Swift,45000.0,Manual,first,Petrol,6
Hyundai,Grand i10,26000.0,Automatic,second,Petrol,10
Maruti Suzuki,Alto-K10,103000.0,Automatic,second,Hybrid/CNG,15
Jaguar,XF,53000.0,Manual,second,Diesel,11
Mercedes-Benz,S-Class,39000.0,Automatic,first,Petrol,10
Maruti Suzuki,Ciaz,42000.0,Automatic,second,hybrid,8
Honda,Jazz,80000.0,Automatic,second,Petrol,10
Renault,Triber,28000.0,Manual,first,Petrol,6
Hyundai,Grand i10 Nios,53000.0,Automatic,first,hybrid,5
Mahindra,Thar,19000.0,Manual,first,Diesel,4
Toyota,Innova Crysta,142500.0,Automatic,second,Diesel,10
Mercedes-Benz,GLE,30000.0,Automatic,first,Diesel,6
Maruti Suzuki,Ignis,38000.0,Manual,first,Petrol,4
Mercedes-Benz,GLS,66000.0,Automatic,second,Diesel,9
Mercedes-Benz,C-Class,33000.0,Automatic,second,Petrol,9
Maruti Suzuki,Swift,98207.0,Manual,second,Diesel,7
BMW,X1,85000.0,Automatic,second,Diesel,12
Chevrolet,Tavera,95000.0,Automatic,second,Diesel,18
Maruti Suzuki,Swift-Dzire,104400.0,Automatic,second,Petrol,15
Maruti Suzuki,800,51000.0,Manual,first,Petrol,24
Mahindra,Scorpio,119000.0,Manual,second,Diesel,14
Toyota,Etios Liva,49000.0,Manual,first,Petrol,9
Maruti Suzuki,Wagon R 1.0,68000.0,Manual,first,Hybrid/CNG,11
Maruti Suzuki,Wagon-R,65000.0,Manual,first,hybrid,5
Toyota,Fortuner,130000.0,Automatic,first,Diesel,9
Nissan,Micra,60000.0,Manual,second,Petrol,13
Kia,Seltos,71000.0,Manual,first,Diesel,7
Skoda,Slavia,4950.0,Automatic,first,Petrol,4
Renault,KWID,74800.0,Automatic,second,Petrol,9
Skoda,Octavia,41000.0,Automatic,first,Petrol,6
Hyundai,i20,39000.0,Manual,first,Petrol,10
Mercedes-Benz,GLC,93000.0,Automatic,first,Diesel,10
Honda,Accord,110000.0,Automatic,second,Petrol,13
Hyundai,Eon,54000.0,Manual,second,Petrol,12
Maruti Suzuki,Alto-800,88500.0,Automatic,first,hybrid,12
Honda,City,60000.0,Automatic,second,Hybrid/CNG,14
Skoda,Octavia,96339.0,Automatic,second,Petrol,9
Maruti Suzuki,Swift,18950.0,Automatic,first,Petrol,2
Mercedes-Benz,GLC Class,45000.0,Automatic,first,Petrol,5
Honda,City,75000.0,Manual,first,Petrol,13
Honda,City,78000.0,Manual,second,Hybrid/CNG,11
Hyundai,Verna,69000.0,Automatic,first,Diesel,9
Mercedes-Benz,C Class,42000.0,Automatic,first,Petrol,16
Honda,Civic,96000.0,Automatic,second,Hybrid/CNG,19
Maruti Suzuki,Baleno,25000.0,Manual,first,Petrol,10
Toyota,Innova,187000.0,Manual,second,Diesel,16
Tata,Nexon,52000.0,Automatic,first,hybrid,7
Toyota,Etios,,Manual,second,Diesel,14
Maruti Suzuki,Vitara-Brezza,71000.0,Automatic,first,Diesel,7
Maruti Suzuki,Ertiga,57899.0,Manual,second,Petrol,13
Volkswagen,Polo,125000.0,Manual,first,Diesel,7
Mahindra,Bolero,200000.0,Manual,second,Diesel,14
BMW,X5,17500.0,Automatic,first,Diesel,7
Maruti Suzuki,Celerio,10000.0,Automatic,first,Petrol,4
Ford,Figo Aspire,37000.0,Automatic,first,Petrol,10
Maruti Suzuki,Wagon-R-1-0,95000.0,Manual,first,hybrid,13
MG,Hector,45000.0,Automatic,second,Petrol,7
Skoda,Rapid,59000.0,Automatic,second,Petrol,12
Honda,City,29000.0,Automatic,second,Petrol,16
Maruti Suzuki,Alto-800,17998.0,Manual,first,Petrol,12
BMW,3 Series,44500.0,Automatic,first,Diesel,6
Skoda,Kodiaq,92000.0,Automatic,second,Diesel,8
Maruti Suzuki,Baleno,75000.0,Manual,first,Hybrid/CNG,9
Audi,A6,63000.0,Automatic,second,Diesel,10
Mahindra,XUV 300,14555.0,Automatic,first,Diesel,4
Maruti Suzuki,Swift-Dzire,59000.0,Manual,second,Hybrid/CNG,15
Ford,Aspire,89000.0,Manual,first,Diesel,10
Mahindra,Scorpio N,28000.0,Automatic,first,Diesel,3
Hyundai,i20,50000.0,Automatic,second,Petrol,14
Honda,Amaze,23500.0,Manual,second,Hybrid/CNG,6
Land Rover,Discovery,72000.0,Automatic,first,Diesel,9
Maruti Suzuki,Swift,62000.0,Manual,second,hybrid,9
Hyundai,Creta,78000.0,Automatic,first,Petrol,7
Mahindra,Scorpio,54128.0,Manual,first,Diesel,5
Hyundai,Creta,141000.0,Manual,first,Petrol,8
Toyota,Camry,90000.0,Automatic,second,hybrid,12
Hyundai,i10,100000.0,Automatic,second,hybrid,16
Maruti Suzuki,Ertiga,120000.0,Automatic,second,Diesel,12
Kia,Seltos,47000.0,Automatic,first,Petrol,5
Volkswagen,Polo,79000.0,Manual,second,Petrol,6
Tata,Tigor,20000.0,Manual,second,Hybrid/CNG,3
Mahindra,Scorpio,61231.0,Manual,second,Diesel,11
Honda,City,67000.0,Manual,first,Petrol,9
Hyundai,Verna,110000.0,Automatic,first,Diesel,8
Ford,Figo,75000.0,Manual,second,Diesel,12
BMW,X5,72000.0,Automatic,second,Diesel,10
Maruti Suzuki,maruti-suzuki-dzire,17000.0,Manual,first,Petrol,6
Toyota,Innova Crysta,7000.0,Automatic,first,Petrol,4
Honda,Amaze,28756.0,Automatic,first,Petrol,3
Maruti Suzuki,Ertiga,72000.0,Manual,second,hybrid,12
Hyundai,Venue,60000.0,Manual,first,Diesel,7
Volkswagen,Polo,40000.0,Manual,first,Petrol,7
Hyundai,i10,63000.0,Manual,second,hybrid,16
Jeep,Compass,86000.0,Manual,second,Diesel,8
BMW,5 Series,7000.0,Automatic,first,Diesel,3
Toyota,Fortuner,127000.0,Automatic,second,Diesel,13
Toyota,Glanza,49000.0,Manual,first,Hybrid/CNG,3
Maruti Suzuki,Swift,130000.0,Automatic,second,hybrid,15
Maruti Suzuki,XL6,80000.0,Automatic,first,Petrol,5
Maruti Suzuki,Alto,81000.0,Manual,second,Hybrid/CNG,15
Mahindra,TUV,69000.0,Automatic,first,Diesel,9
Skoda,Superb,65000.0,Automatic,first,Petrol,8
Ford,Ecosport,68530.0,Manual,second,Diesel,11
Skoda,Octavia,80000.0,Automatic,first,Diesel,10
Hyundai,i20,98000.0,Manual,second,Diesel,14
Hyundai,i10,58000.0,Manual,first,hybrid,10
Volkswagen,Polo,37000.0,Automatic,second,Petrol,10
Hyundai,Eon,90000.0,Manual,second,hybrid,14
Maruti Suzuki,Celerio,57250.0,Manual,first,Hybrid/CNG,10
Honda,Brio,49470.0,Manual,second,Petrol,12
Mahindra,TUV 300,53000.0,Manual,second,Diesel,11
Hyundai,Aura,40000.0,Manual,first,hybrid,5
Land Rover,Range Rover Evoque,31527.0,Automatic,second,Diesel,5
Toyota,Fortuner,167000.0,Automatic,second,Diesel,10
Mahindra,XUV 300,69846.0,Automatic,first,Diesel,5
Honda,City,70000.0,Manual,first,Hybrid/CNG,16
Maruti Suzuki,maruti-suzuki-dzire,59000.0,Manual,second,Hybrid/CNG,15
Maruti Suzuki,Swift,,Automatic,first,hybrid,6
Toyota,Fortuner,31000.0,Automatic,first,Diesel,3
Honda,Brio,90000.0,Manual,second,Hybrid/CNG,14
Toyota,Innova Crysta,60000.0,Automatic,second,Diesel,8
Mahindra,Xylo,16.0,Manual,first,Diesel,13
Hyundai,Alcazar,24000.0,Automatic,second,Diesel,3
Maruti Suzuki,Alto-800,9000.0,Manual,first,Petrol,3
Mercedes-Benz,E-Class,55000.0,Automatic,first,Petrol,8
Maruti Suzuki,Swift,15000.0,Automatic,first,Petrol,4
Skoda,Rapid,40000.0,Manual,first,Petrol,10
Maruti Suzuki,Swift,65000.0,Manual,first,Diesel,10
Tata,Nexon,89000.0,Automatic,first,Diesel,7
Hyundai,New Santro,46365.0,Manual,second,Petrol,8
Maruti Suzuki,Alto-800,76000.0,Automatic,second,Petrol,11
Ford,Ecosport,11400.0,Manual,second,Petrol,5
Maruti Suzuki,Wagon R,34000.0,Manual,first,Hybrid/CNG,7
Ford,Aspire,71000.0,Manual,second,Diesel,10
Land Rover,Discovery Sport,62000.0,Automatic,first,Diesel,8
Audi,A6,11000.0,Automatic,first,Diesel,12
Mercedes-Benz,C-Class,89000.0,Automatic,second,Diesel,13
Maruti Suzuki,Wagon-R,46000.0,Automatic,second,hybrid,6
Toyota,Fortuner,201000.0,Manual,second,Diesel,17
BMW,3 Series,17500.0,Automatic,first,Petrol,6
Hyundai,Eon,190000.0,Automatic,first,Hybrid/CNG,9
Mercedes-Benz,C-Class,19000.0,Automatic,first,Diesel,6
Hyundai,Venue,74000.0,Manual,first,Diesel,6
Skoda,Slavia,40400.0,Automatic,first,Petrol,4
MG,Hector,52000.0,Automatic,first,Petrol,7
Toyota,Etios,150000.0,Manual,second,Diesel,12
Toyota,Etios,87000.0,Manual,first,Petrol,13
Maruti Suzuki,800,97000.0,Automatic,second,Diesel,17
Maruti Suzuki,Celerio,67000.0,Automatic,second,Petrol,9
Maruti Suzuki,Eeco,140000.0,Automatic,second,hybrid,7
Hyundai,Grand i10,37000.0,Manual,second,Petrol,10
Tata,Nexon,51167.0,Automatic,first,Petrol,8
Maruti Suzuki,Alto-K10,55000.0,Automatic,second,Petrol,9
Ford,Ecosport,92000.0,Manual,second,Diesel,6
Volkswagen,Tiguan,52000.0,Automatic,first,Diesel,8
Maruti Suzuki,Baleno,38000.0,Automatic,first,Petrol,7
Toyota,2.8 Legender 4X2,33000.0,Automatic,first,Diesel,5
Hyundai,Fluidic Verna,90000.0,Manual,second,Petrol,13
Maruti Suzuki,Wagon-R,56000.0,Automatic,second,Hybrid/CNG,12
Hyundai,Creta,27000.0,Automatic,second,Petrol,4
Hyundai,i10,51000.0,Manual,second,Petrol,15
Honda,CRV,97000.0,Automatic,first,Petrol,13
Mahindra,Scorpio,140000.0,Automatic,second,Diesel,11
Maruti Suzuki,Vitara-Brezza,110000.0,Manual,second,Diesel,9
Nissan,Magnite,38777.0,Automatic,first,Petrol,5
Hyundai,Creta Facelift,39000.0,Manual,first,Diesel,5
Maruti Suzuki,Celerio,160000.0,Automatic,first,Petrol,9
Honda,Accord,93000.0,Automatic,first,hybrid,16
Skoda,Laura,81000.0,Automatic,second,Diesel,16
Volkswagen,VentoTest,88000.0,Manual,second,Petrol,15
Hyundai,i10,,Manual,second,Diesel,9
Honda,City,75000.0,Automatic,first,Petrol,12
Mahindra,XUV500,175000.0,Manual,first,Diesel,14
Audi,A4,150000.0,Manual,first,Diesel,14
Maruti Suzuki,Ertiga,73100.0,Manual,second,Petrol,14
Honda,Amaze,19000.0,Automatic,first,Petrol,7
Hyundai,Verna,128000.0,Manual,second,Diesel,14
Renault,Duster,110000.0,Automatic,first,Diesel,6
Audi,Q7,99000.0,Automatic,first,Diesel,10
Maruti Suzuki,Omni,52500.0,Manual,second,Petrol,8
Maruti Suzuki,Swift-Dzire,54121.0,Manual,first,Petrol,8
Maruti Suzuki,Swift,29000.0,Automatic,first,Petrol,5
Honda,WRV,84000.0,Manual,first,Diesel,9
Maruti Suzuki,Wagon-R,45640.0,Manual,second,Petrol,7
Maruti Suzuki,Swift-Dzire,69000.0,Automatic,second,Petrol,13
BMW,5 Series,47000.0,Automatic,second,Diesel,7
Mercedes-Benz,E-Class,21000.0,Automatic,first,Diesel,7
Hyundai,Grand i10 Nios,1900.0,Manual,first,hybrid,2
Maruti Suzuki,Baleno,13000.0,Manual,first,Petrol,4
Tata,Tiago,61000.0,Automatic,second,Hybrid/CNG,7
Maruti Suzuki,Grand Vitara,20000.0,Automatic,first,Petrol,3
Maruti Suzuki,Grand Vitara,50000.0,Automatic,first,hybrid,3
Hyundai,i10,80444.0,Automatic,first,Petrol,14
Toyota,Fortuner,75000.0,Manual,first,Diesel,10
Maruti Suzuki,Alto 800,67000.0,Manual,first,hybrid,8
Maruti Suzuki,Wagon-R,17400.0,Automatic,first,hybrid,8
Renault,KWID,55000.0,Automatic,second,Hybrid/CNG,6
Maruti Suzuki,Wagon-R,106000.0,Manual,second,hybrid,13
Tata,Nexon,50000.0,Automatic,first,Hybrid/CNG,7
Maruti Suzuki,Swift,63110.0,Automatic,first,Petrol,6
Hyundai,Xcent Prime,60000.0,Manual,first,Hybrid/CNG,7
Tata,Safari,31000.0,Automatic,second,Diesel,5
Maruti Suzuki,Wagon R,78000.0,Manual,second,hybrid,13
Maruti Suzuki,Fronx ,8254.0,Manual,first,Petrol,2
Mahindra,Thar,13000.0,Automatic,first,Diesel,5
Ford,Fiesta,92000.0,Manual,second,Diesel,13
Honda,CR-V,92000.0,Automatic,first,Hybrid/CNG,14
Ford,Figo,105000.0,Manual,second,Diesel,12
Maruti Suzuki,Wagon-R,58000.0,Manual,first,Hybrid/CNG,4
Ford,Ecosport,48082.0,Automatic,first,Petrol,9
Maruti Suzuki,Baleno,120000.0,Manual,first,Hybrid/CNG,10
Hyundai,Creta,89000.0,Automatic,second,hybrid,10
Maruti Suzuki,Wagon-R,40093.0,Manual,first,hybrid,7
BMW,3 Series GT,77000.0,Automatic,first,Diesel,9
Skoda,Rapid,11000.0,Manual,first,Diesel,11
Maruti Suzuki,Ertiga,71000.0,Manual,second,hybrid,4
Honda,City,49000.0,Automatic,first,Petrol,7
Hyundai,New Santro,20.0,Automatic,second,Hybrid/CNG,20
Maruti Suzuki,Omni,72000.0,Manual,second,Hybrid/CNG,13
Volkswagen,Polo,61000.0,Automatic,first,Petrol,10
Maruti Suzuki,Ertiga,74000.0,Manual,second,hybrid,8
Toyota,Innova Crysta,150000.0,Manual,first,Diesel,8
Volkswagen,Polo,61000.0,Automatic,first,Petrol,13
Maruti Suzuki,Ertiga,79000.0,Automatic,second,hybrid,8
Hyundai,Creta,72000.0,Automatic,first,Diesel,11
BMW,3 Series GT,68000.0,Automatic,second,Diesel,12
Hyundai,Santa Fe,98000.0,Automatic,second,Diesel,12
Audi,Q3,70000.0,Automatic,first,Diesel,11
Maruti Suzuki,Swift,96000.0,Manual,second,hybrid,14
Mahindra,XUV 300,93000.0,Manual,second,Diesel,6
Tata,Safari,160000.0,Manual,second,Diesel,16
Maruti Suzuki,Swift,52000.0,Manual,first,Petrol,11
Maruti Suzuki,Wagon-R-1-0,97000.0,Manual,second,Hybrid/CNG,12
Maruti Suzuki,Ciaz,67000.0,Manual,first,Petrol,10
Audi,Q3,55100.0,Automatic,second,Diesel,8
Maruti Suzuki,Ciaz,74000.0,Manual,second,Diesel,10
Mercedes-Benz,C-Class,45000.0,Automatic,second,Petrol,14
Hyundai,Creta,67879.0,Manual,first,Diesel,9
Audi,A4,90000.0,Automatic,first,Diesel,13
Toyota,Innova Hycross,11000.0,Automatic,first,hybrid,3
Hyundai,Verna,78980.0,Manual,second,Diesel,12
Hyundai,Aura,40000.0,Manual,first,Hybrid/CNG,3
Hyundai,i20,64000.0,Manual,second,hybrid,15
Honda,WRV,50000.0,Manual,second,Hybrid/CNG,7
Toyota,Urban Cruiser Hyryder,29000.0,Automatic,first,hybrid,4
Toyota,Corolla Altis,54419.0,Manual,second,Hybrid/CNG,11
Maruti Suzuki,Wagon-R,33600.0,Manual,second,Petrol,15
Maruti Suzuki,Celerio,42114.0,Automatic,first,Petrol,10
Maruti Suzuki,Celerio,59000.0,Manual,first,Hybrid/CNG,7
Mercedes-Benz,GLE,84067.0,Automatic,first,Diesel,10
Mercedes-Benz,C-Class,130000.0,Automatic,second,Diesel,16
Force,Motors FM Force One Test,70000.0,Automatic,first,Hybrid/CNG,10
Maruti Suzuki,Wagon-R,72000.0,Manual,second,Hybrid/CNG,15
Mercedes-Benz,C-Class,58000.0,Automatic,first,Diesel,11
Maruti Suzuki,Swift-Dzire,130588.0,Manual,second,Diesel,9
Maruti Suzuki,Omni,2000.0,Automatic,second,Hybrid/CNG,16
Maruti Suzuki,Swift-Dzire-Tour,270000.0,Automatic,second,hybrid,7
Maruti Suzuki,Grand Vitara,9000.0,Manual,first,Petrol,3
Ford,Figo Aspire,60000.0,Manual,first,Diesel,7
Tata,Indica Vista,120000.0,Manual,second,Diesel,17
Maruti Suzuki,Eeco,76491.0,Automatic,second,Hybrid/CNG,8
Tata,Indica Vista,48000.0,Manual,second,Diesel,15
Tata,Nexon,39000.0,Manual,first,Diesel,7
Jaguar,XF,17500.0,Automatic,first,Petrol,7
Audi,A6,84000.0,Automatic,first,Diesel,11
Maruti Suzuki,Swift,158000.0,Manual,second,Diesel,10
Chevrolet,Beat,133000.0,Manual,second,Hybrid/CNG,11
Toyota,Fortuner,110000.0,Manual,second,Diesel,13
Maruti Suzuki,Ertiga,97000.0,Manual,first,hybrid,6
Tata,Hexa,77652.0,Automatic,second,Diesel,9
Maruti Suzuki,Ertiga,8638.0,Manual,first,Petrol,4
Honda,Amaze,46000.0,Manual,first,hybrid,8
Skoda,Octavia,78000.0,Automatic,second,Diesel,12
Honda,Jazz,70000.0,Manual,second,Petrol,14
Toyota,Fortuner,81000.0,Automatic,first,Diesel,7
Honda,City,69000.0,Automatic,second,Petrol,9
Maruti Suzuki,Alto-800,85000.0,Automatic,first,hybrid,10
Ford,Endeavour,120000.0,Automatic,second,Diesel,8
Hyundai,Verna,78000.0,Automatic,first,hybrid,8
BMW,5 Series,50000.0,Automatic,first,Diesel,8
Hyundai,New i20,55000.0,Manual,second,Petrol,12
Toyota,Etios,95000.0,Manual,first,Diesel,12
Hyundai,i20,42000.0,Manual,first,Hybrid/CNG,9
Toyota,Corolla Altis,86000.0,Automatic,first,hybrid,10
Maruti Suzuki,Baleno,41000.0,Automatic,first,Petrol,8
Toyota,Corolla Altis,126000.0,Manual,second,Diesel,14
Maruti Suzuki,Ertiga,71000.0,Manual,second,Diesel,7
Toyota,Innova Crysta,62080.0,Manual,second,Diesel,5
Tata,Tigor,31000.0,Manual,first,hybrid,4
Mahindra,XUV500,85000.0,Manual,second,Diesel,10
Hyundai,Venue N Line,16000.0,Automatic,first,Petrol,4
Hyundai,Grand i10,28000.0,Automatic,first,hybrid,8
