Brand,model,kmDriven,Transmission,Owner,FuelType,Car_Age
Maruti Suzuki,Ciaz,49000.0,Manual,second,Petrol,8
Ford,Endeavour,82000.0,Manual,first,Diesel,5
Skoda,Rapid,151000.0,Manual,second,Diesel,13
Land Rover,Range Rover Sport,73000.0,Automatic,second,Diesel,15
Maruti Suzuki,Omni,94000.0,Automatic,first,Hybrid/CNG,8
Hyundai,Xcent Prime,94000.0,Manual,second,Diesel,8
Maruti Suzuki,Swift,70000.0,Manual,second,Diesel,15
Hyundai,Grand i10,31000.0,Manual,second,Petrol,9
Ford,Mustang,30000.0,Automatic,second,Petrol,9
Maruti Suzuki,Swift-Dzire,70123.0,Manual,first,Diesel,12
Maruti Suzuki,Swift-Dzire,128876.0,Automatic,second,Diesel,9
Hyundai,i10,95000.0,Automatic,first,Hybrid/CNG,11
Hyundai,Verna,73000.0,Manual,second,Petrol,12
Audi,A4,135000.0,Automatic,second,Diesel,11
Maruti Suzuki,Baleno,57000.0,Automatic,second,hybrid,9
Honda,City,78000.0,Manual,second,Diesel,12
Toyota,Corolla Altis,100000.0,Automatic,second,Petrol,9
Mercedes-Benz,E-Class,68000.0,Automatic,first,Diesel,9
MG,Hector,40000.0,Automatic,first,Petrol,6
Hyundai,Fluidic Verna,43000.0,Manual,second,Petrol,12
Volvo,S60,45500.0,Automatic,second,Diesel,14
Tata,Tiago,17840.0,Manual,first,hybrid,3
Kia,Seltos,34500.0,Automatic,second,Diesel,5
Toyota,Innova Hycross,69000.0,Automatic,first,Petrol,3
Maruti Suzuki,Wagon-R-1-0,59000.0,Manual,second,Hybrid/CNG,5
Maruti Suzuki,Swift,60000.0,Manual,second,Petrol,5
Maruti Suzuki,Swift-Dzire,125000.0,Manual,second,Petrol,6
Maruti Suzuki,maruti-suzuki-dzire,73000.0,Manual,second,Diesel,10
Volvo,XC60,9700.0,Automatic,first,Petrol,3
Honda,CRV,95000.0,Automatic,second,hybrid,18
Honda,City,68000.0,Manual,second,Petrol,10
MG,Hector Plus,35000.0,Automatic,first,Petrol,3
BMW,5 Series Gt,80000.0,Automatic,second,Diesel,16
Ford,Figo Aspire,60000.0,Manual,second,hybrid,11
Maruti Suzuki,Wagon-R,92000.0,Manual,first,Hybrid/CNG,10
Maruti Suzuki,Ciaz,68655.0,Automatic,first,hybrid,8
BMW,5 Series,24000.0,Automatic,first,Petrol,8
Tata,Indigo Cs,50000.0,Manual,second,Petrol,15
Hyundai,Creta,44000.0,Automatic,first,hybrid,9
Hyundai,Creta,53000.0,Automatic,first,Diesel,9
Maruti Suzuki,Alto,35.0,Automatic,first,hybrid,16
Hyundai,Grand i10 Nios,100000.0,Manual,first,Petrol,6
Maruti Suzuki,Alto,100000.0,Manual,second,Petrol,19
Tata,Nexon,56000.0,Automatic,second,Petrol,7
Maruti Suzuki,Ignis,25000.0,Automatic,first,Petrol,7
Maruti Suzuki,Ignis,28500.0,Manual,first,Petrol,6
Maruti Suzuki,Swift,7000.0,Automatic,second,Petrol,7
Maruti Suzuki,Alto,60000.0,Manual,second,hybrid,14
Ford,Ecosport,69000.0,Manual,first,Diesel,10
Kia,Sonet,42000.0,Automatic,first,Petrol,6
Land Rover,Range Rover Evoque,73182.0,Automatic,first,Diesel,8
Maruti Suzuki,Ertiga,54000.0,Manual,second,Hybrid/CNG,10
Hyundai,Verna,56000.0,Automatic,first,Petrol,7
Maruti Suzuki,Swift,57000.0,Manual,first,Petrol,11
Mahindra,Marazzo,110668.0,Manual,second,Diesel,8
Honda,City,61000.0,Manual,first,hybrid,8
BMW,3 Series,48000.0,Automatic,first,Diesel,12
Maruti Suzuki,Alto-K10,22000.0,Automatic,first,Petrol,3
Nissan,Micra Active,62538.0,Manual,second,Hybrid/CNG,14
Tata,tata-punch,8000.0,Automatic,first,Petrol,4
Skoda,Rapid,151000.0,Automatic,second,Diesel,11
Hyundai,Creta,71000.0,Manual,first,Diesel,10
Maruti Suzuki,Swift-Dzire,45000.0,Automatic,first,hybrid,4
Volkswagen,VentoTest,56000.0,Automatic,first,Diesel,11
Honda,City,52000.0,Automatic,first,Petrol,11
Ford,Ecosport,39001.0,Automatic,first,hybrid,6
Maruti Suzuki,Wagon-R-1-0,,Manual,second,hybrid,13
Ford,Figo Aspire,50000.0,Manual,second,Petrol,10
Toyota,Camry,68000.0,Automatic,second,Petrol,11
Mini,Countryman,7400.0,Automatic,second,Petrol,14
Maruti Suzuki,Ertiga,15.0,Automatic,first,hybrid,9
Maruti Suzuki,Brezza,67000.0,Manual,second,Diesel,9
Hyundai,Elantra,31000.0,Manual,first,Petrol,7
Renault,Triber,37000.0,Manual,first,Petrol,6
Hyundai,Grand i10,43000.0,Manual,second,Petrol,11
Maruti Suzuki,Wagon-R,32.0,Automatic,first,hybrid,5
Maruti Suzuki,Wagon-R,36000.0,Manual,first,Petrol,9
BMW,3 Series GT,50000.0,Automatic,second,Diesel,7
Toyota,Estima,45000.0,Automatic,first,Petrol,14
Maruti Suzuki,Eeco,94000.0,Manual,second,Petrol,7
Mitsubishi,Pajero,82514.0,Automatic,first,Diesel,9
Mahindra,XUV500,96000.0,Manual,first,Diesel,10
Audi,A8 L,51000.0,Automatic,first,Diesel,9
Fiat,Urban Cross,135000.0,Manual,second,Diesel,7
Tata,Sumo Victa,85000.0,Manual,second,Diesel,13
Kia,Carens,77000.0,Automatic,first,Diesel,4
Maruti Suzuki,Alto,111400.0,Manual,second,Petrol,18
BMW,7 Series,85000.0,Automatic,second,Diesel,11
Volkswagen,VentoTest,24000.0,Automatic,first,Petrol,10
Mercedes-Benz,GLC Class,65000.0,Automatic,second,Diesel,9
Toyota,Innova Crysta,25000.0,Manual,first,Diesel,9
Maruti Suzuki,Wagon-R-1-0,42000.0,Automatic,first,hybrid,9
Jeep,Compass,59000.0,Automatic,second,Petrol,7
Datsun,Redi Go,72142.0,Manual,second,hybrid,10
Maruti Suzuki,Swift-Dzire,138000.0,Automatic,first,Hybrid/CNG,6
Mahindra,Thar,40000.0,Manual,first,Diesel,3
Toyota,Innova Crysta,69000.0,Automatic,first,Diesel,9
Renault,Duster,82000.0,Manual,first,Diesel,10
Ford,Fiesta,110000.0,Manual,second,Diesel,15
Hyundai,i10,60000.0,Manual,first,Petrol,12
Maruti Suzuki,Alto-K10,25827.0,Manual,first,Petrol,4
Hyundai,Creta,78000.0,Automatic,second,Diesel,10
Hyundai,Elantra,16000.0,Automatic,second,Petrol,9
Mercedes-Benz,GLE COUPE,32000.0,Automatic,second,Petrol,5
Tata,Nexon,33000.0,Manual,first,Diesel,5
Toyota,Corolla Altis,92700.0,Manual,second,hybrid,15
Volkswagen,VentoTest,70000.0,Manual,second,Petrol,14
Toyota,Fortuner,84000.0,Automatic,first,Diesel,11
Maruti Suzuki,Baleno,69000.0,Automatic,second,Petrol,9
Maruti Suzuki,Baleno,22000.0,Manual,first,Petrol,3
MG,Hector,65000.0,Automatic,first,Petrol,6
Maruti Suzuki,Eeco,170000.0,Automatic,first,Hybrid/CNG,5
Toyota,Fortuner,96000.0,Automatic,second,Diesel,12
Renault,Lodgy,86000.0,Manual,first,Diesel,10
Hyundai,i10,66000.0,Automatic,second,Petrol,16
Ford,Endeavour,50000.0,Automatic,second,Diesel,5
Hyundai,Santa Fe,62394.0,Automatic,second,Diesel,12
Maruti Suzuki,Wagon-R,60000.0,Automatic,first,Hybrid/CNG,7
Kia,Seltos,79273.0,Manual,first,Petrol,7
Toyota,Innova,117815.0,Manual,first,Diesel,18
Maruti Suzuki,Swift,98000.0,Automatic,first,Petrol,7
Hyundai,Xcent,180000.0,Manual,first,Diesel,9
Hyundai,Eon,42000.0,Manual,second,Petrol,14
Hyundai,Verna,25000.0,Manual,second,Petrol,10
Maruti Suzuki,Alto-K10,32000.0,Automatic,first,hybrid,7
Hyundai,Creta,54000.0,Automatic,first,Petrol,9
Volkswagen,Polo,81000.0,Manual,second,Diesel,12
Hyundai,Elite i20,40000.0,Manual,second,Petrol,6
Mahindra,Bolero,102000.0,Automatic,second,Diesel,11
Honda,Amaze,52400.0,Manual,second,Petrol,7
Honda,Accord,93000.0,Automatic,first,Hybrid/CNG,16
Hyundai,Creta,89000.0,Automatic,second,hybrid,10
Honda,Jazz,34000.0,Automatic,first,Petrol,5
Toyota,Fortuner,99000.0,Automatic,first,Diesel,4
Chevrolet,Sail,27000.0,Manual,first,Petrol,13
Toyota,Innova Crysta,158000.0,Manual,first,Diesel,9
Toyota,Fortuner,105000.0,Automatic,first,Diesel,11
Mahindra,Thar,60000.0,Manual,first,Diesel,5
Hyundai,Grand i10,60000.0,Manual,first,Hybrid/CNG,9
Kia,Seltos,45000.0,Automatic,first,Diesel,6
Maruti Suzuki,Alto-K10,15000.0,Automatic,first,hybrid,2
Toyota,Innova Crysta,37000.0,Automatic,first,Diesel,5
Maruti Suzuki,Ritz,64000.0,Manual,second,hybrid,14
Maruti Suzuki,Ritz,65500.0,Manual,second,Petrol,15
Tata,Indica V2,80000.0,Automatic,first,Hybrid/CNG,9
Maruti Suzuki,S-Presso,45000.0,Manual,first,Petrol,5
Toyota,Corolla Altis,81000.0,Manual,second,hybrid,16
Honda,City,61000.0,Manual,second,Petrol,12
Honda,City,55000.0,Automatic,first,hybrid,8
Volkswagen,Virtus,17000.0,Automatic,first,Petrol,3
Maruti Suzuki,800,40.0,Automatic,first,Petrol,17
Ford,Endeavour,75000.0,Automatic,second,Diesel,10
Maruti Suzuki,Eeco,26300.0,Automatic,second,hybrid,4
Maruti Suzuki,Swift Dzire,103580.0,Manual,first,Diesel,8
BMW,3 Series,35000.0,Automatic,second,Diesel,14
Tata,Nexon,50000.0,Automatic,first,Hybrid/CNG,7
Audi,Q3,114000.0,Automatic,second,Diesel,10
Maruti Suzuki,Sx4,68538.0,Manual,second,Hybrid/CNG,15
Mini,Cooper Countryman,76000.0,Automatic,second,Diesel,11
Honda,City,116000.0,Manual,second,Diesel,12
Maruti Suzuki,Eeco,,Manual,second,Hybrid/CNG,11
Volkswagen,Tiguan,68000.0,Automatic,first,Diesel,9
Volkswagen,Ameo,105000.0,Manual,second,Diesel,7
Tata,Nexon,54000.0,Manual,first,Diesel,5
Honda,Amaze,94000.0,Manual,first,hybrid,8
Tata,Tigor,61000.0,Automatic,first,Hybrid/CNG,6
Toyota,Fortuner,75000.0,Manual,second,Diesel,8
Renault,Duster,72000.0,Manual,first,Diesel,12
Hyundai,i20,35000.0,Manual,second,Petrol,13
Hyundai,Elite i20,39000.0,Manual,first,Petrol,12
Mahindra,XUV500,82000.0,Automatic,second,Diesel,8
Mercedes-Benz,S-Class,70000.0,Automatic,second,Diesel,18
Hyundai,Grand i10,37000.0,Manual,second,Petrol,10
Hyundai,EON,89523.0,Manual,second,Petrol,11
Volvo,XC 90,94000.0,Automatic,second,Diesel,17
Maruti Suzuki,Wagon-R,110000.0,Manual,second,hybrid,17
Maruti Suzuki,Wagon-R-1-0,4500.0,Automatic,first,hybrid,2
Maruti Suzuki,Ignis,78000.0,Automatic,first,hybrid,8
Maruti Suzuki,Celerio,1234.0,Manual,first,Hybrid/CNG,3
Maruti Suzuki,Ertiga,75000.0,Manual,first,hybrid,9
Honda,Amaze,56000.0,Manual,first,Hybrid/CNG,7
Maruti Suzuki,Wagon-R,75254.0,Manual,first,hybrid,11
Maruti Suzuki,Wagon-R,80000.0,Automatic,first,Hybrid/CNG,6
Maruti Suzuki,Ertiga,22000.0,Manual,first,Hybrid/CNG,3
Maruti Suzuki,Celerio,68000.0,Manual,first,hybrid,7
Renault,Triber,26000.0,Automatic,first,Petrol,6
Maruti Suzuki,Ertiga,52000.0,Manual,second,Hybrid/CNG,9
Skoda,Slavia,14000.0,Automatic,first,Petrol,4
Honda,City,69000.0,Automatic,first,Hybrid/CNG,11
Toyota,Fortuner,125000.0,Manual,second,Diesel,15
Maruti Suzuki,Wagon-R,50000.0,Automatic,first,hybrid,11
Bajaj,RE60,31000.0,Manual,second,Hybrid/CNG,7
Maruti Suzuki,Omni,115000.0,Automatic,first,hybrid,11
Maruti Suzuki,Alto,23.0,Automatic,second,Petrol,16
Hyundai,Venue,43772.0,Automatic,first,Petrol,6
Maruti Suzuki,Swift-Dzire,87419.0,Manual,second,Petrol,11
Toyota,Innova Hycross,13000.0,Automatic,first,Hybrid/CNG,3
Hyundai,Creta,72000.0,Automatic,first,Diesel,10
Audi,A6,91000.0,Automatic,first,Diesel,12
Toyota,Corolla Altis,65000.0,Automatic,second,Hybrid/CNG,11
Renault,KWID,35000.0,Manual,first,Petrol,6
Mahindra,Scorpio,74749.0,Manual,first,Diesel,11
Honda,City,82000.0,Manual,second,Petrol,8
Tata,Indigo Ecs,92000.0,Manual,second,Diesel,11
Maruti Suzuki,Ertiga,22600.0,Manual,second,Hybrid/CNG,7
Mercedes-Benz,A-Class Limousine,7000.0,Automatic,first,Diesel,3
Kia,Sonet,35000.0,Manual,first,Diesel,6
Mahindra,Xylo,105000.0,Manual,second,Diesel,15
Hyundai,Aura,1234.0,Manual,first,Hybrid/CNG,2
Maruti Suzuki,Baleno,72000.0,Automatic,second,Petrol,8
Volkswagen,Virtus,61000.0,Automatic,first,Petrol,5
Mahindra,Bolero,85000.0,Manual,second,Diesel,8
Maruti Suzuki,Swift-Dzire,103000.0,Manual,second,Diesel,11
Ford,Endeavour,77000.0,Automatic,second,Diesel,7
Honda,City,37000.0,Automatic,second,Petrol,7
Maruti Suzuki,Alto,74216.0,Manual,second,Petrol,15
Renault,KWID,85000.0,Manual,second,Petrol,8
Mahindra,XUV500,99000.0,Manual,second,Diesel,12
Hyundai,Grand i10,132000.0,Manual,first,Petrol,12
Maruti Suzuki,Swift-Dzire,,Manual,second,hybrid,10
Hyundai,Santa Fe,50000.0,Automatic,first,Diesel,10
Ford,Ecosport,82000.0,Automatic,first,Petrol,9
Toyota,Innova,120000.0,Manual,first,Diesel,15
Maruti Suzuki,Wagon-R,75000.0,Manual,second,hybrid,10
Hyundai,Verna,148000.0,Automatic,second,Petrol,15
Maruti Suzuki,Swift,65000.0,Automatic,first,Diesel,8
Audi,2.9 Sportback,44000.0,Automatic,second,Petrol,8
Honda,CRV,70343.0,Automatic,second,Petrol,16
Hyundai,Santro,65804.0,Manual,second,Hybrid/CNG,23
Maruti Suzuki,Eeco,50000.0,Automatic,second,hybrid,15
Honda,City,74000.0,Automatic,second,Petrol,15
Tata,Indica,,Manual,first,Diesel,12
Ford,Free Style,41000.0,Manual,second,Petrol,6
Toyota,Innova Hycross,40000.0,Automatic,first,hybrid,3
Toyota,Innova,126870.0,Automatic,first,Diesel,13
Mercedes-Benz,E-Class,29800.0,Automatic,first,Diesel,7
Maruti Suzuki,Omni,60000.0,Automatic,second,hybrid,21
Maruti Suzuki,Ciaz,114000.0,Manual,first,Petrol,10
Ford,Ecosport,75000.0,Manual,first,Diesel,13
Mahindra,Bolero Power Plus,160000.0,Manual,second,Diesel,9
Mahindra,Rexton,85000.0,Automatic,second,Diesel,12
Volkswagen,Polo,57000.0,Manual,first,Diesel,11
Honda,Brio,69000.0,Manual,first,Petrol,13
Honda,City ZX,119000.0,Automatic,second,Hybrid/CNG,18
Mercedes-Benz,CLA,69000.0,Automatic,second,Petrol,11
Mercedes-Benz,S-Class,66000.0,Automatic,second,Diesel,9
Hyundai,Xcent,89000.0,Automatic,second,Petrol,12
Mercedes-Benz,S-Class,80000.0,Automatic,second,Diesel,12
Mercedes-Benz,E-Class,89000.0,Automatic,second,Diesel,13
Toyota,Innova Crysta,151000.0,Automatic,first,Diesel,10
Maruti Suzuki,Alto,100000.0,Manual,second,Petrol,18
Toyota,Innova Hycross,0.0,Automatic,first,hybrid,2
Maruti Suzuki,Eeco,150000.0,Automatic,second,Hybrid/CNG,14
Hyundai,i20,1500.0,Manual,first,Petrol,2
Hyundai,i10,530000.0,Manual,second,hybrid,15
Maruti Suzuki,Wagon-R,90000.0,Automatic,second,Hybrid/CNG,11
Honda,City,58000.0,Automatic,second,Hybrid/CNG,11
Maruti Suzuki,Ertiga,82000.0,Manual,second,Hybrid/CNG,11
Maruti Suzuki,Swift-Dzire-Tour,200000.0,Automatic,first,hybrid,7
Maruti Suzuki,Swift-Dzire,70000.0,Manual,first,hybrid,4
Maruti Suzuki,Wagon-R,122000.0,Automatic,second,hybrid,9
Maruti Suzuki,Swift,46000.0,Automatic,first,Petrol,8
Hyundai,i10,104000.0,Automatic,second,Hybrid/CNG,11
Hyundai,Aura,4000.0,Manual,first,Petrol,2
Maruti Suzuki,Brezza,25000.0,Manual,first,Hybrid/CNG,3
Maruti Suzuki,Ertiga,52000.0,Manual,first,Hybrid/CNG,11
Maruti Suzuki,800,91000.0,Manual,second,Petrol,21
Hyundai,Elite i20,42000.0,Manual,first,hybrid,10
Audi,A6,108000.0,Automatic,second,Diesel,11
Maruti Suzuki,Celerio,52000.0,Manual,first,hybrid,10
Maruti Suzuki,Celerio,80000.0,Manual,first,hybrid,9
Maruti Suzuki,Swift-Dzire,102500.0,Manual,first,Petrol,16
Skoda,Superb,74000.0,Automatic,second,Diesel,14
Maruti Suzuki,Estilo,0.0,Automatic,second,Petrol,16
Ford,Ecosport,71877.0,Manual,second,Petrol,12
Maruti Suzuki,Swift,58746.0,Automatic,second,Petrol,8
Maruti Suzuki,Baleno,24806.0,Automatic,first,Petrol,9
Toyota,Innova,200000.0,Manual,second,Diesel,14
Maruti Suzuki,Baleno,55000.0,Automatic,first,Petrol,10
Maruti Suzuki,Swift-Dzire,45000.0,Automatic,first,Hybrid/CNG,4
Maruti Suzuki,Swift,32000.0,Manual,second,Petrol,7
Mahindra,XUV500,100000.0,Manual,second,Diesel,12
Mercedes-Benz,CLA,40000.0,Automatic,second,Diesel,8
Hyundai,i10,52000.0,Automatic,first,Petrol,15
Maruti Suzuki,Baleno,40022.0,Manual,first,Petrol,5
Toyota,Urban Cruiser,5000.0,Automatic,first,Petrol,4
BMW,3 Series Gran Limousine,5800.0,Automatic,first,Petrol,3
BMW,X3,63000.0,Automatic,first,Diesel,7
Honda,Jazz,93000.0,Automatic,second,hybrid,10
BMW,3 Series,58000.0,Automatic,second,Diesel,13
Ford,Endeavour,76000.0,Automatic,second,Diesel,9
Kia,Sonet,19000.0,Automatic,first,Diesel,3
Maruti Suzuki,Swift-Dzire,98000.0,Manual,first,Diesel,13
Hyundai,i10,34000.0,Manual,first,Petrol,13
Maruti Suzuki,Wagon-R,58000.0,Automatic,first,Hybrid/CNG,14
Land Rover,Range Rover,29700.0,Automatic,second,Diesel,7
Volkswagen,Polo,75000.0,Automatic,second,Petrol,13
Mercedes-Benz,C-Class,80000.0,Automatic,second,Petrol,6
Maruti Suzuki,Swift,135600.0,Manual,second,Diesel,13
Kia,Carnival,65000.0,Automatic,second,Diesel,5
Honda,City,10000.0,Automatic,first,Petrol,4
Hyundai,Grand i10,42900.0,Automatic,first,Hybrid/CNG,13
Maruti Suzuki,Wagon-R-1-0,10000.0,Automatic,first,Hybrid/CNG,2
Maruti Suzuki,Wagon-R-1-0,65000.0,Manual,first,hybrid,6
Toyota,Corolla Altis,118000.0,Automatic,first,Petrol,10
Maruti Suzuki,Swift,80000.0,Automatic,second,Petrol,8
Hyundai,Elantra,82000.0,Automatic,second,Hybrid/CNG,12
Maruti Suzuki,Ritz,108000.0,Manual,second,hybrid,15
Hyundai,Aura,41000.0,Manual,first,hybrid,4
Mercedes-Benz,E-Class,63000.0,Automatic,first,Diesel,8
Maruti Suzuki,Wagon-R,199995.0,Manual,first,Hybrid/CNG,10
Toyota,Urban Cruiser Hyryder,12000.0,Automatic,first,Hybrid/CNG,3
Mahindra,Bolero,138500.0,Manual,second,Diesel,14
Renault,Duster,123000.0,Manual,second,Diesel,14
Hyundai,Creta,96000.0,Manual,second,Diesel,9
Mahindra,Scorpio,110000.0,Manual,second,Diesel,12
Honda,Amaze,75000.0,Manual,second,hybrid,11
Hyundai,Grand i10,68000.0,Manual,second,Petrol,7
Toyota,Innova,151000.0,Manual,first,Diesel,14
Maruti Suzuki,S-Presso,49530.0,Manual,first,Petrol,4
Hyundai,Grand i10,55000.0,Automatic,first,Hybrid/CNG,7
Hyundai,i10,500.0,Automatic,first,hybrid,6
Maruti Suzuki,Alto-K10,110000.0,Automatic,second,Petrol,15
Maruti Suzuki,Baleno,57500.0,Automatic,first,Petrol,9
BMW,3 Series Gran Limousine,51000.0,Automatic,second,Diesel,14
Hyundai,Creta,49596.0,Manual,first,Diesel,4
Toyota,Innova Crysta,110000.0,Automatic,second,Diesel,8
Maruti Suzuki,Swift-Dzire,100000.0,Automatic,second,Hybrid/CNG,11
Maruti Suzuki,Swift-Dzire,83316.0,Manual,second,Diesel,10
Maruti Suzuki,Swift-Dzire,65000.0,Manual,first,Hybrid/CNG,7
Maruti Suzuki,Wagon-R-1-0,29000.0,Manual,first,Hybrid/CNG,5
ICML,Rhino Rx,,Manual,second,Diesel,16
Datsun,RediGO,18000.0,Manual,first,Petrol,11
Hyundai,Grand i10 Nios,54000.0,Automatic,first,Hybrid/CNG,6
Maruti Suzuki,Celerio,17600.0,Manual,first,hybrid,4
Maruti Suzuki,Ciaz,29000.0,Manual,first,Petrol,7
Renault,KWID,40000.0,Manual,second,Petrol,10
Hyundai,Santro Xing,80000.0,Manual,first,Hybrid/CNG,13
Hyundai,Grand i10 Nios,50000.0,Manual,first,Hybrid/CNG,4
Toyota,VELLFIRE,30000.0,Automatic,first,Petrol,4
Hyundai,i10,88000.0,Automatic,second,Petrol,17
Maruti Suzuki,S-Cross,134000.0,Manual,second,Diesel,9
Honda,Mobilio,125000.0,Manual,second,Hybrid/CNG,10
Maruti Suzuki,Omni,111000.0,Automatic,second,hybrid,15
Mercedes-Benz,C-Class,43000.0,Automatic,second,Diesel,8
Hyundai,i20 Active,84329.0,Manual,second,Diesel,11
Kia,CERATO,0.0,Automatic,first,Diesel,2
Volvo,XC60,62000.0,Automatic,second,Diesel,11
Maruti Suzuki,Swift-Dzire,65000.0,Automatic,first,Diesel,7
Hyundai,Grand i10 Nios,22000.0,Manual,first,Petrol,5
Hyundai,Xcent,95000.0,Manual,second,hybrid,10
Maruti Suzuki,Swift-Dzire,62480.0,Automatic,second,Petrol,9
Hyundai,Creta,122222.0,Automatic,second,hybrid,8
Hyundai,i10,54699.0,Manual,second,Petrol,14
Hyundai,Xcent,27.0,Manual,second,Diesel,11
Maruti Suzuki,Wagon-R,120000.0,Automatic,first,Hybrid/CNG,10
Honda,Jazz,64100.0,Automatic,first,Petrol,9
Honda,Amaze,16000.0,Manual,first,Petrol,4
Kia,Carens,11000.0,Manual,first,Petrol,4
Hyundai,Elite i20,79000.0,Automatic,second,hybrid,8
Mahindra,Scorpio,59000.0,Manual,first,Diesel,9
Maruti Suzuki,Celerio,78000.0,Automatic,first,Petrol,9
Toyota,Fortuner,155000.0,Automatic,second,Diesel,11
Hyundai,Creta,26000.0,Manual,second,Petrol,6
Toyota,Glanza,30000.0,Manual,second,hybrid,7
Skoda,Rapid,49600.0,Manual,first,Petrol,9
Toyota,Urban Cruiser,11000.0,Automatic,first,Petrol,4
Mercedes-Benz,GL-Class,94000.0,Automatic,second,Diesel,13
Honda,City,80000.0,Manual,second,Diesel,11
Renault,KWID,58865.0,Manual,second,hybrid,10
Maruti Suzuki,Wagon R,70000.0,Manual,second,Petrol,10
Honda,Amaze,34000.0,Automatic,first,Petrol,6
BMW,X7,6500.0,Automatic,first,Diesel,3
Maruti Suzuki,Eeco,12080.0,Automatic,first,Petrol,4
Hyundai,i10,112000.0,Manual,second,Petrol,17
Honda,Civic,64000.0,Automatic,second,hybrid,17
Maruti Suzuki,maruti-suzuki-dzire,82000.0,Manual,first,Diesel,12
Honda,CRV,129000.0,Automatic,second,Petrol,7
Maruti Suzuki,Ertiga,64000.0,Automatic,second,Hybrid/CNG,7
Hyundai,Creta,54904.0,Manual,first,Diesel,8
Hyundai,Creta,62000.0,Manual,first,Petrol,10
Mercedes-Benz,E-Class,85000.0,Automatic,first,Petrol,11
Volvo,V40 Cross Country,59000.0,Automatic,second,Diesel,9
Toyota,Innova Crysta,79000.0,Automatic,first,Diesel,8
Maruti Suzuki,800,71000.0,Manual,second,Petrol,17
Maruti Suzuki,Eeco,38000.0,Manual,first,Petrol,7
Honda,Accord,100000.0,Manual,second,Hybrid/CNG,15
Maruti Suzuki,Zen Estilo,70000.0,Manual,first,Petrol,13
Maruti Suzuki,Wagon-R,286000.0,Automatic,first,Hybrid/CNG,8
Toyota,Innova Crysta,85000.0,Automatic,first,Diesel,8
Maruti Suzuki,Wagon-R,18.0,Automatic,second,Hybrid/CNG,12
Mahindra,XUV500,129124.0,Manual,first,Diesel,9
Renault,Duster,65693.0,Manual,second,Petrol,9
Renault,Duster,176000.0,Manual,second,Diesel,12
Renault,Scala,72000.0,Manual,first,Diesel,13
Honda,CRV,109000.0,Automatic,second,hybrid,19
Honda,Amaze,86000.0,Manual,first,hybrid,7
Mercedes-Benz,GLC Class,28000.0,Automatic,first,Diesel,5
Tata,Harrier,44000.0,Automatic,first,Diesel,4
Mahindra,Scorpio Classic,140000.0,Manual,second,Diesel,11
Honda,City,101000.0,Automatic,second,hybrid,10
Renault,Kiger,12300.0,Manual,second,Petrol,5
Mahindra,Scorpio,85000.0,Manual,second,Diesel,7
Honda,Brio,80000.0,Manual,first,Petrol,14
Maruti Suzuki,Celerio,83000.0,Automatic,second,Petrol,11
Mahindra,Thar,60000.0,Automatic,first,Diesel,4
Honda,Mobilio,90000.0,Manual,first,Diesel,12
Porsche,Cayenne,50000.0,Automatic,first,hybrid,6
Datsun,GO,40400.0,Manual,first,Petrol,9
Audi,A6,69977.0,Automatic,first,Diesel,11
Mahindra,KUV 100,90000.0,Manual,second,Petrol,10
Hyundai,Santro Xing,49000.0,Automatic,second,hybrid,23
Volkswagen,Polo GTI,41900.0,Manual,first,Petrol,5
Maruti Suzuki,Wagon-R-1-0,71000.0,Manual,second,Petrol,10
Maruti Suzuki,Swift-Dzire,65500.0,Automatic,first,Hybrid/CNG,9
Maruti Suzuki,Swift-Dzire,72700.0,Manual,second,Petrol,14
Hyundai,Fluidic Verna,179000.0,Manual,second,hybrid,14
Hyundai,i20,24500.0,Manual,second,Petrol,13
Ford,Ecosport,123000.0,Manual,first,Diesel,9
Honda,Civic,75000.0,Manual,second,hybrid,16
Maruti Suzuki,maruti-suzuki-dzire,62000.0,Automatic,first,Petrol,9
Mercedes-Benz,CLA,28370.0,Automatic,first,Diesel,7
Ford,Endeavour,93000.0,Automatic,first,Diesel,8
Toyota,Innova Hycross,800.0,Automatic,first,hybrid,2
Renault,KWID,7000.0,Manual,first,Petrol,5
Tata,Nexon,48000.0,Manual,first,Diesel,6
Maruti Suzuki,Wagon-R,70000.0,Automatic,first,hybrid,6
Chevrolet,Spark,103979.0,Manual,first,Petrol,17
Jeep,Compass,52000.0,Automatic,second,Petrol,7
Renault,Duster,71000.0,Automatic,first,Diesel,7
Volvo,S90,20591.0,Automatic,first,Hybrid/CNG,4
Mahindra,XUV700,28581.0,Automatic,first,Petrol,4
Hyundai,Santro Xing,74000.0,Manual,second,Petrol,18
Chevrolet,Enjoy,92000.0,Manual,second,Diesel,11
Chevrolet,Beat,42000.0,Manual,second,Petrol,16
Honda,Amaze,3000.0,Manual,first,hybrid,9
Mercedes-Benz,E-Class,50317.0,Automatic,second,Diesel,13
Tata,Tiago,72000.0,Manual,first,Petrol,8
Mercedes-Benz,C-Class,29000.0,Automatic,second,Petrol,11
Nissan,Sunny,54000.0,Automatic,first,hybrid,7
Maruti Suzuki,Alto-K10,78647.0,Manual,second,Hybrid/CNG,9
Volkswagen,Polo,82886.0,Automatic,first,Diesel,8
Lexus,ES,6000.0,Automatic,first,Petrol,3
